mui,method,mod,nc,nmi
15,LP,0.7904,36,0.963
15,ML,0.7933,32,0.946
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7854,41,0.967
15,ML,0.7927,30,0.925
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7902,40,0.975
15,ML,0.7936,31,0.937
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7898,40,0.968
15,ML,0.7934,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.788,40,0.97
15,ML,0.7932,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7882,37,0.953
15,ML,0.7935,31,0.939
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7915,38,0.982
15,ML,0.7936,31,0.941
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7893,42,0.976
15,ML,0.7934,28,0.91
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7879,41,0.975
15,ML,0.7931,30,0.927
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7812,44,0.962
15,ML,0.7929,31,0.937
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7884,41,0.977
15,ML,0.7928,31,0.934
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7886,38,0.973
15,ML,0.7927,32,0.945
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7881,41,0.973
15,ML,0.7929,31,0.936
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7892,37,0.978
15,ML,0.7933,29,0.917
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7903,38,0.972
15,ML,0.7929,32,0.945
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7872,37,0.954
15,ML,0.7934,32,0.947
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7884,41,0.977
15,ML,0.7935,33,0.952
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7863,40,0.968
15,ML,0.7929,32,0.944
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7884,41,0.972
15,ML,0.793,31,0.937
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7888,39,0.974
15,ML,0.7927,30,0.928
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7876,39,0.966
15,ML,0.7922,31,0.933
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7898,40,0.976
15,ML,0.7939,33,0.957
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.791,40,0.976
15,ML,0.7935,30,0.924
15,WT,0.7895,42,0.975
15,FG,0.7736,27,0.873
15,IM,0.7926,39,0.99
15,LP,0.7863,41,0.97
15,ML,0.7931,31,0.937
15,WT,0.7895,42,0.975
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7146,40,0.941
20,ML,0.724,27,0.882
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7139,40,0.929
20,ML,0.7234,28,0.89
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7131,41,0.933
20,ML,0.7226,29,0.893
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7134,41,0.924
20,ML,0.7226,29,0.89
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.72,38,0.943
20,ML,0.7238,28,0.882
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7175,39,0.943
20,ML,0.7233,29,0.897
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7164,39,0.931
20,ML,0.7234,26,0.86
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7163,39,0.93
20,ML,0.7241,29,0.895
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7179,39,0.938
20,ML,0.7256,27,0.889
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7157,41,0.941
20,ML,0.7206,25,0.839
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7167,41,0.937
20,ML,0.7219,28,0.885
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7124,40,0.917
20,ML,0.7245,28,0.89
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7211,37,0.945
20,ML,0.7253,29,0.903
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7085,40,0.925
20,ML,0.7237,26,0.87
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7171,39,0.941
20,ML,0.725,27,0.885
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7166,38,0.936
20,ML,0.7247,29,0.905
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.706,38,0.929
20,ML,0.7232,28,0.892
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7181,40,0.941
20,ML,0.724,28,0.894
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7146,42,0.938
20,ML,0.724,27,0.876
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.715,39,0.943
20,ML,0.721,28,0.877
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7205,37,0.946
20,ML,0.7233,28,0.886
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7197,37,0.938
20,ML,0.7243,29,0.899
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7186,38,0.939
20,ML,0.7235,28,0.885
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7067,40,0.935
20,ML,0.7245,30,0.907
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7151,40,0.927
20,ML,0.7235,27,0.881
20,WT,0.7199,39,0.953
20,FG,0.7032,23,0.793
20,IM,0.7215,44,0.969
20,LP,0.7172,42,0.939
20,ML,0.7221,30,0.901
20,WT,0.7199,39,0.953
